id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_country,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
407623,https://www.airbnb.com/rooms/407623,20230612205741,2023-06-13,city scrape,Rental unit in Lisbon · ★4.56 · 2 bedrooms · 2 beds · 1 bath,"<b>The space</b><br />Watch from your bed the river Tejo, the gardens of Lisboa and the Castle....<br /><br />The room is a private bedroom (in a 2 room apartment), with a beautiful double bed of white wood. It is suspended over the city and has the most wonderful view, directly from the bed: the large gardens, the river, the castle and a large part of the city, are visible from the bed, but also from the kitchen and from a LARGE TERRACE, which is accessible directly from your room. The room has 2 wooden wall-sized window-doors and you have an all around view. You can have breakfast, lunch and dinner on your terrace, with 180 degree view (sunset and sunrise included). The guests can use the kitchen and bathroom freely, which are recently equipped and new. The breakfast basics are available. The flat is minimally decorated, with chosen antique pieces of furniture. The flat has the entrance in the ground floor, but is on the opposite side (where your room is located) in the 3rd floor (du","The Santa Apolonia Alfama neighbourhood is one of the most tourisistic, and at the same time local neighbourhoods.  You are in the middle of the area of the fado restaurants, to the railway station Santa Apolonia and to many old bars and to Feira da Ladra - the antiquities market. Moreover you are close to the river and enjoy the most amazing frontal view from all rooms.",https://a0.muscache.com/pictures/miso/Hosting-407623/original/d1dda40c-f30f-44aa-9e37-52abfba62fdf.jpeg,2030219,https://www.airbnb.com/users/show/2030219,Marta,2012-03-29,Lisbon, Portugal,"I am doing a research program in art theory in Lisbon. I have been living in Berlin before, so I am speaking German. I have travelled extensively and lived in India, Egypt, Italy etc.",within a day,89%,100%,f,https://a0.muscache.com/im/pictures/user/6da1c3c9-fd14-4bd1-82d9-540ff889bce4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6da1c3c9-fd14-4bd1-82d9-540ff889bce4.jpg?aki_policy=profile_x_medium,Graça,1,6,"['email', 'phone']",t,t,Lisbon,So Vicente,Lisboa,38.71732,-9.13098,Entire rental unit,Entire home/apt,2,,1 bath,2,2,"[""City skyline view"", ""Dining table"", ""Dedicated workspace"", ""Wifi"", ""Body soap"", ""Washer"", ""Kitchen"", ""Essentials"", ""Waterfront"", ""Refrigerator"", ""Coffee"", ""Hot water"", ""River view"", ""Cleaning products"", ""Cooking basics"", ""Wine glasses"", ""Heating"", ""Extra pillows and blankets"", ""Bathtub"", ""Harbor view"", ""Freezer"", ""Shower gel"", ""Clothing storage: closet"", ""Bed linens"", ""Room-darkening shades"", ""Smoking allowed"", ""Baking sheet"", ""Dishes and silverware"", ""Hangers""]",$90.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,10,18,287,2023-06-13,46,0,0,2012-04-13,2016-08-14,4.56,4.71,4.29,4.69,4.73,4.84,4.58,f,1,1,0,0,0.34,
227224,https://www.airbnb.com/rooms/227224,20230612205741,2023-06-13,city scrape,Serviced apartment in Lisbon · ★4.79 · 1 bedroom · 4 beds · 1 bath,"You can find all the things you need in the neighborhood. There are grocery stores, butcher, fishmonger, pharmacy, restaurants and 'Fado' just around the corner.<br /><br /><b>The space</b><br />The apartment has a great frontal view for the houses of Alfama, with the Tagus River in the background. The same that you can enjoy from the small balcony that leaves from the kitchen or by the window open on the roof of the living room. It is perfect for intimate and peaceful breakfasts and dinners, to enjoy moments of romance or to have a relaxed time with friends in a trip to Lisbon. <br /><br />The interior is cosy decorated with care and quality. The bedroom has a double bed and has been made to offer all the amenities. The bathroom is just next door. The kitchen is fully equipped and the living room is spacious enough for the dining and living room. Besides we can also comfortably accommodate three people in that same space. We offer cable TV and Internet. <br /><br />The house is on the",,https://a0.muscache.com/pictures/442c7a38-5288-4b90-b11f-2c08f1865b9b.jpg,1185103,https://www.airbnb.com/users/show/1185103,Gonçalo,2011-09-20,Lisbon, Portugal,"Receber pessoas e apresentar a minha cidade é uma actividade que desenvolvo por gosto.
Conhecer pessoas de todo o Mundo permite-me uma aprendizagem constante, absorvendo tudo o que esta partilha me oferece.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/40200b02-2d85-481d-a2b0-cab7fe112df9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/40200b02-2d85-481d-a2b0-cab7fe112df9.jpg?aki_policy=profile_x_medium,Alfama,2,6,"['email', 'phone']",t,t,,Santa Maria Maior,Lisboa,38.71102,-9.12995,Entire serviced apartment,Entire home/apt,4,,1 bath,1,4,"[""City skyline view"", ""Dining table"", ""Iron"", ""High chair"", ""Wifi"", ""Kitchen"", ""Lockbox"", ""Essentials"", ""Fire extinguisher"", ""Self check-in"", ""Refrigerator"", ""Shared patio or balcony"", ""Oven"", ""Hot water"", ""River view"", ""Cooking basics"", ""Microwave"", ""Coffee maker"", ""Stove"", ""Freezer"", ""Children\u2019s dinnerware"", ""Books and reading material"", ""Toaster"", ""Pack \u2019n play/Travel crib"", ""Outdoor dining area"", ""Clothing storage: closet"", ""Bed linens"", ""Hot water kettle"", ""Long term stays allowed"", ""TV with standard cable"", ""Smoking allowed"", ""Paid parking on premises"", ""Dishes and silverware"", ""AC - split type ductless system"", ""Sea view"", ""Hangers""]",$90.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,2,7,245,2023-06-13,407,82,6,2012-12-03,2023-06-11,4.79,4.81,4.83,4.88,4.89,4.9,4.75,f,2,2,0,0,3.18,
416929,https://www.airbnb.com/rooms/416929,20230612205741,2023-06-13,city scrape,Rental unit in Lisbon · ★4.61 · 1 bedroom · 1 bed · 1 shared bath,"Bananas Republic is an old flat in a building from 1909.<br /><br /><b>The space</b><br />Bananas Republic, it's a very old flat from 1909 with 125m2, a small back yard, and a balcony all around. It's my home and I'm trying to renew it step by step. The flat is  very beautiful and has an more than 100 years history. Don't get foolish by the photos. It has its cracks, smells and character, it's an old lady.            <br />The area is surrounded by buildings from the end of the 19th century and the beginning of the 20th century, it's a multicultural and popular neighborhood with its own life. The street is very alive during the day, relatively more quiet during the night. It's close to the  old center and the subway line. <br />I'm a composer and I'm  easy going, I'm used to share and I believe in mutual respect. <br />The flat will be shared with another guests and me in a total between 3 to 5 persons. There is a dog in the flat. There aren't locks in the doors. Guests will be asked t",,https://a0.muscache.com/pictures/111706330/6bfb1692_original.jpg,2073678,https://www.airbnb.com/users/show/2073678,Augusto,2012-04-04,Lisbon, Portugal,"I was born in Lisbon, and I'm a Music composer.",within a few hours,100%,89%,,https://a0.muscache.com/im/users/2073678/profile_pic/1394112112/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2073678/profile_pic/1394112112/original.jpg?aki_policy=profile_x_medium,São Jorge de Arroios,2,2,"['email', 'phone']",t,t,,Arroios,Lisboa,38.7338,-9133,Private room in rental unit,Private room,2,,1 shared bath,,1,"[""Smoke alarm"", ""City skyline view"", ""Dining table"", ""Iron"", ""Dedicated workspace"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""Paid parking off premises"", ""Record player"", ""Essentials"", ""Fire extinguisher"", ""Backyard"", ""Refrigerator"", ""Portable fans"", ""Portable air conditioning"", ""Children\u2019s books and toys"", ""Hot water"", ""Oven"", ""Coffee"", ""Elevator"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Heating"", ""Extra pillows and blankets"", ""Stove"", ""Luggage dropoff allowed"", ""Shower gel"", ""Books and reading material"", ""Clothing storage: closet"", ""Bed linens"", ""Sound system"", ""Piano"", ""Patio or balcony"", ""Bikes"", ""TV with standard cable"", ""Dishes and silverware"", ""Baby monitor"", ""Hangers""]",$36.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,5,209,2023-06-13,617,116,5,2012-08-02,2023-05-27,4.61,4.77,4.62,4.78,4.76,4.67,4.73,f,2,0,2,0,4.66,
"9,0630788635622E+017",https://www.airbnb.com/rooms/906307886356219969,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 1 bath,"Inspired by hidden eclectic shops and gallery spaces of Lisbon, this apartment is an open-floor plan, one bedroom flat with a charming pateo, modern kitchen, private entrance, and eclectic furnishings. Equipped with luxurious black-out curtains and a queen sized Murphy bed, the quiet, cozy bedroom converts into a sitting room or office space. Locally-sourced ""ataija blue"" stone floor and handmade Portuguese ""mosaico hidraulico"" tiles add a delightful charm.<br /><br /><b>The space</b><br />Well-appointed flats, with a private outdoor space, fully-equipped kitchen, and high speed wifi are the perfect home base for enjoying the best of the Lisbon lifestyle.<br /><br /><b>Guest access</b><br />Come home to Graça, an iconic Lisbon neighborhood full of local character. Resting on a steep hilltop, Graça sits just a few blocks from the Castle of Saint George on a steep hilltop with panoramic views over Lisbon. Artsy, eclectic and full of European charm, Graça feels like a small village with",,https://a0.muscache.com/pictures/miso/Hosting-906307886356219969/original/48f351a9-fbed-4929-b109-03c78e5aeda7.jpeg,72635051,https://www.airbnb.com/users/show/72635051,Maria,2016-05-18,Lisboa, Portugal,"Criada por uma equipa amante de design.

A PortugalHosting (PTH) é uma marca criada para um projecto de desenvolvimento de novos apartamentos de design que permitem aos hóspedes desfrutar de uma típica realidade e arredores combinada com detalhes contemporâneos de decoração.

Você amará a cidade e o projecto PortugalHosting!
",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/5a365e5b-febb-4d41-8bb3-0e32cc92c2ae.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5a365e5b-febb-4d41-8bb3-0e32cc92c2ae.jpg?aki_policy=profile_x_medium,São Jorge de Arroios,15,15,"['email', 'phone']",t,t,,So Vicente,Lisboa,38.71952310856476,-9.132657969311529,Entire rental unit,Entire home/apt,2,,1 bath,1,1,"[""Iron"", ""Dedicated workspace"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Wifi"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Fire extinguisher"", ""Refrigerator"", ""TV"", ""Hot water"", ""Cooking basics"", ""Coffee maker"", ""Extra pillows and blankets"", ""Bidet"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dryer"", ""Bed linens"", ""Room-darkening shades"", ""Patio or balcony"", ""Outdoor furniture"", ""Central air conditioning"", ""Dishes and silverware"", ""Hangers""]",$122.00,28,365,5,28,30,365,26.5,343.8,,t,0,13,43,318,2023-06-13,0,0,0,,,,,,,,,,t,11,11,0,0,,
"9,0632817579291E+017",https://www.airbnb.com/rooms/906328175792910090,20230612205741,2023-06-13,city scrape,Rental unit in Odivelas · ★New · 1 bedroom · 1 bed · 1 shared bath,"Espaço acolhedor, calmo. Está a  5 minutos do metro e a menos de 15 minutos do centro de Lisboa.<br />um apartamento seguro zonal com muito verde. <br />ideal para umas férias confortáveis.<br /><br /><b>License number</b><br />Exempt",Uma zona calma e bons acessos,https://a0.muscache.com/pictures/da7edc32-0eff-48dd-b0d0-1242f331688d.jpg,261322794,https://www.airbnb.com/users/show/261322794,Joana Lacerda,2019-05-12,Lisbon, Portugal,,within an hour,100%,100%,,https://a0.muscache.com/im/pictures/user/c725a61a-cae2-471c-8a8d-41cf5cd30a84.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c725a61a-cae2-471c-8a8d-41cf5cd30a84.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Odivelas,Odivelas,Odivelas,38.79558,-9.17268,Private room in rental unit,Private room,2,,1 shared bath,,1,"[""Extra pillows and blankets"", ""Essentials"", ""Bed linens"", ""Hot water kettle"", ""Coffee"", ""Hot water"", ""Lock on bedroom door"", ""Cooking basics"", ""Wifi"", ""Kitchen"", ""Dishes and silverware""]",$56.00,1,365,1,1,365,365,1.0,365.0,,t,22,48,69,344,2023-06-13,0,0,0,,,,,,,,,,f,1,0,1,0,,
"9,04304020308095E+017",https://www.airbnb.com/rooms/904304020308094566,20230612205741,2023-06-13,city scrape,Rental unit in Parede · ★New · 3 bedrooms · 4 beds · 3 baths,"Welcome to “Blue Oasis” A luxurious and inviting apartment located in the prestigious Jardins da Parede neighborhood, minutes from the Center of Cascais. This bright and spacious 3-bedroom, 3-bathroom apartment is fully equipped with modern amenities and tastefully decorated. Situated in a premium location on the Estoril to Cascais line, you'll find the beautiful beach, charming cafés, supermarkets, and trendy restaurants all within walking distance, the train station is just a 5-minute away.<br /><br /><b>License number</b><br />139440/AL","The Jardins da Parede neighborhood provides a peaceful and relaxing atmosphere, with walking trails and leisure areas to enjoy the outdoors. The privileged location of the apartment allows you to make the most of everything Estoril has to offer. Just a short walk away, you will find beautiful golden sandy beaches, perfect for a day of sun and sea. Casino Estoril, one of the largest in Europe, is also nearby, offering exciting entertainment and nightlife options.<br /><br />In addition, the strategic location of Jardins da Parede allows convenient access to other famous attractions in the region. A few minutes by car, you can visit the charming village of Cascais, with its picturesque streets, exquisite restaurants and stunning marina. The capital of Portugal, Lisbon, is located just 30 minutes away, offering a rich history, stunning architecture and a vibrant cultural scene.",https://a0.muscache.com/pictures/miso/Hosting-904304020308094566/original/a51b66e0-d15e-421e-b749-3200cc86446c.jpeg,81300192,https://www.airbnb.com/users/show/81300192,Marco,2016-07-02,,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/a6678a1b-c074-4ff6-ae5c-6585dda300a6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a6678a1b-c074-4ff6-ae5c-6585dda300a6.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Parede,Carcavelos e Parede,Cascais,38.695876,-9.3646867,Entire rental unit,Entire home/apt,6,,3 baths,3,4,"[""Coffee maker: espresso machine"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Clothing storage: closet, wardrobe, and dresser"", ""Iron"", ""Dedicated workspace"", ""Stainless steel oven"", ""Host greets you"", ""High chair"", ""First aid kit"", ""Wifi"", ""Body soap"", ""Washer"", ""Sound system with aux"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Fire extinguisher"", ""Waterfront"", ""Refrigerator"", ""Conditioner"", ""Portable fans"", ""Coffee"", ""Hot water"", ""Ethernet connection"", ""Babysitter recommendations"", ""Cleaning products"", ""Elevator"", ""Cooking basics"", ""Wine glasses"", ""Microwave"", ""Shampoo"", ""Park view"", ""Extra pillows and blankets"", ""Bathtub"", ""Laundromat nearby"", ""Freezer"", ""Induction stove"", ""Shower gel"", ""Bidet"", ""Blender"", ""Free dryer \u2013 In unit"", ""Baby bath - available upon request"", ""Toaster"", ""Free street parking"", ""Drying rack for clothing"", ""Bed linens"", ""Room-darkening shades"", ""Bay view"", ""Hot water kettle"", ""Outdoor furniture"", ""Long term stays allowed"", ""Public or shared beach access"", ""Board games"", ""Central heating"", ""Private patio or balcony"", ""55\"" TV"", ""Dishes and silverware"", ""Dishwasher"", ""Baking sheet"", ""Single level home"", ""Hangers"", ""Ocean view""]",$248.00,5,365,5,5,365,365,5.0,365.0,,t,26,45,69,344,2023-06-13,0,0,0,,,,,,,,,,f,1,1,0,0,,
"9,06386186211322E+017",https://www.airbnb.com/rooms/906386186211321965,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 1 bath,"This special place is close to everything, making it easy to plan your visit.<br /><br />Located on the 3rd Floor (European)/4th floor American with the view of the Castillo de Sao Jorge, or Saint George Castle, from the balcony.<br /><br />Near the metro and the various squares and within minutes from Avenida da Liberdade.<br /><br />Close to various stores and restaurants.<br /><br />Perfect place to explore the city.<br /><br /><b>The space</b><br />The apartment is pretty basic, which is good for a minimalist.  It has a standard bathroom, a washer/dryer, bed, wardrobe, sofa bed.  <br /><br />It is a good location for someone who wants to be in walking distance to the touristy spots and also have privacy in the flat.<br /><br /><b>Other things to note</b><br />Weekly cleaning services included.<br /><br /><b>License number</b><br />Exempt","Located in the neighborhood of Mouraria, which is an extremely lively neighborhood.  It has numerous trendy bars and restaurants.<br /><br />The Mouraria neighborhood is one of the most diverse and multicultural neighborhoods in Lisbon.  On the lower part of the hill, it is considered to be a little ""Chinatown"" or ""Asiantown"".  This area consists of many ethnic foods.<br /><br />It is also in close proximity to the following neighborhoods:  Graca, Alfamo, and Chiado.",https://a0.muscache.com/pictures/miso/Hosting-906386186211321965/original/5fdb6f23-8473-4ba8-b11e-23173bad411d.jpeg,2181029,https://www.airbnb.com/users/show/2181029,Carlo,2012-04-20,San Diego,EUA,"I like to work out, play volleyball, bowl, and poker.",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/36c8e6fd-ac06-4034-848d-951ecddf00e2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/36c8e6fd-ac06-4034-848d-951ecddf00e2.jpg?aki_policy=profile_x_medium,Marbella,9,12,"['email', 'phone']",t,t,Lisboa,So Vicente,Lisboa,38.7157346,-9.1322166,Entire rental unit,Entire home/apt,3,,1 bath,1,1,"[""Bathtub"", ""Bed linens"", ""Electric stove"", ""Refrigerator"", ""Long term stays allowed"", ""Cleaning available during stay"", ""Microwave"", ""Private patio or balcony"", ""Wifi"", ""Free dryer \u2013 In unit"", ""Washer"", ""Kitchen"", ""Pets allowed"", ""Single oven""]",$55.00,31,90,31,31,90,90,31.0,90.0,,t,30,48,49,52,2023-06-13,0,0,0,,,,,,,,,,t,1,1,0,0,,
"9,02948160542629E+017",https://www.airbnb.com/rooms/902948160542629376,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 2 baths,"Just 5 minutes from the airport and 1 minute from ""Quinta das Conchas"" metro station, exploring the city is a breeze. Quinta das Conchas Park is right at our doorstep. Enjoy a peaceful and safe neighborhood. Our seventh-floor room offers stunning views of the city skyline and Quinta das Conchas Park.<br /><br /><b>Guest access</b><br />You will have access to your room and balcony as well as the entire kitchen and entrance area. The shared bathroom is in the entrance area and has a shower. The livingroom will be closed off, since this is where the hosts (José & Maria) will be staying.<br /><br /><b>During your stay</b><br />During your stay, your direct contact person will be José – my Father : )<br />José knows the city very well and can give you good advice on how to get around.<br /><br />You can also directly contact me (Pedro) via the airbnb app, I will however not be in town since I don't live in Lisbon.<br /><br /><b>Other things to note</b><br />Unfortunately we don't have inte","Quinta das Conchas is a very quiet and safe neighborhood. There is a ""Pingo Doçe"" supermarket 2 minutes from the apartment where you can also eat breakfast. <br /><br />The Quinta Das Conchas Park is one of the largest parks in Lisbon and offers beautiful and relaxing walkways through the little forest as well as a restaurant, coffee shop and playground for kids.",https://a0.muscache.com/pictures/miso/Hosting-902948160542629376/original/e16cdff9-b9d8-4310-8c47-f0a788067a36.jpeg,71318108,https://www.airbnb.com/users/show/71318108,Pedro,2016-05-10,Basel, Switzerland,"Hi I'm Pedro, a 32 Year old User Experience Designer from Basel Switzerland.
I also love to travel abroad and discover new places and meet new people. Therefor I've been using Airbnb to experience different cultures and people around the world.
That's why I decided to become a host myself, and offer others a place to stay in Basel.
I'm a very uncomplicated and open-minded person, if you should need any help or have questions just ask me and I'll reply to you quickly. When I'm not around, you will be in contact with my Co-Host Melanie.",N/A,N/A,100%,,https://a0.muscache.com/im/pictures/user/7e8dcf5e-c8a5-4590-a90b-f789c3d1c872.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7e8dcf5e-c8a5-4590-a90b-f789c3d1c872.jpg?aki_policy=profile_x_medium,,4,5,"['email', 'phone']",t,t,Lisboa,Lumiar,Lisboa,38.7679363680221,-9.155042047885138,Private room in rental unit,Private room,2,,2 baths,,1,"[""City skyline view"", ""Dining table"", ""Iron"", ""Dedicated workspace"", ""Host greets you"", ""Kitchen"", ""Washer"", ""Barbecue utensils"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Shared patio or balcony"", ""Hot water"", ""Elevator"", ""Cleaning products"", ""Cooking basics"", ""Gas stove"", ""Wine glasses"", ""Unknown body soap"", ""Microwave"", ""Park view"", ""Single oven"", ""Extra pillows and blankets"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Freezer"", ""Shower gel"", ""Books and reading material"", ""Toaster"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Bed linens"", ""Room-darkening shades"", ""Paid street parking off premises"", ""Unknown shampoo"", ""Central heating"", ""Beach essentials"", ""Paid parking on premises"", ""Baking sheet"", ""Dishes and silverware"", ""Hangers""]",$270.00,4,7,4,4,7,7,4.0,7.0,,t,0,7,7,49,2023-06-13,0,0,0,,,,,,,,,,f,2,0,2,0,,
"9,0297077344478E+017",https://www.airbnb.com/rooms/902970773444779523,20230612205741,2023-06-13,city scrape,Rental unit in Parede · ★New · 2 bedrooms · 3 beds · 1 bath,在这处宁静房源中，与全家人尽情放松。<br /><br /><b>License number</b><br />140389/AL,,https://a0.muscache.com/pictures/miso/Hosting-902970773444779523/original/51dbdeb4-8456-4e1a-a8ce-48a21bf52ce0.jpeg,437122298,https://www.airbnb.com/users/show/437122298,Connie,2021-12-23,,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/e4fedf68-09d5-4017-9f30-dd5f23305363.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e4fedf68-09d5-4017-9f30-dd5f23305363.jpg?aki_policy=profile_x_medium,,10,10,"['email', 'phone']",t,t,,Carcavelos e Parede,Cascais,38.70136333965387,-9.35865506529808,Entire rental unit,Entire home/apt,5,,1 bath,2,3,"[""Fire extinguisher"", ""Self check-in"", ""Hot tub"", ""Free parking on premises"", ""Indoor fireplace"", ""TV"", ""Dedicated workspace"", ""Pool"", ""First aid kit"", ""Smoking allowed"", ""Wifi"", ""Kitchen"", ""Washer"", ""Lockbox"", ""Outdoor dining area"", ""BBQ grill""]",$93.00,2,365,2,2,1125,1125,2.0,1125.0,,t,14,31,57,332,2023-06-13,0,0,0,,,,,,,,,,t,9,4,5,0,,
"9,0432381448801E+017",https://www.airbnb.com/rooms/904323814488010024,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 1.5 baths,"￫ 75sqm/805sqft 1-bedroom modern apartment located between Santos and Alcântara<br />￫ Walking distance to Santos, Alcântara, Estrela and Campo de Ourique<br />￫ Air Conditioning available<br />￫ One bedroom and two bathrooms<br />￫ Second floor with NO elevator <br />￫ Very traditional Portuguese building located in upcoming area<br /><br /><b>The space</b><br />LOCATION<br />￫ Emblematic Tram stops just a few steps away <br />￫ Santos train station is at a 10-min walk distance<br />￫ Walk everywhere: Santos, Alcântara, Estrela and Campo de Ourique<br />￫ Surrounded by restaurants, bars and cafés<br />￫ Several supermarkets around the area <br />￫ Great accessibility to tram, buses and metro links<br />￫ Extremely safe neighbourhood<br /><br />RELAX IN COMFORT <br />￫ King Size bed 160cm/5.25ft wide in the bedroom<br />￫ Dry off with large bath towels<br />￫ Bed linen, towels and bathroom essentials provided<br /><br />MEDIA/EQUIPMENT<br />￫ 55-inch TV with 150 channels of Internation","Immerse yourself in the captivating charm of Rua Janelas Verdes in Lisbon. This enchanting street, nestled in the picturesque neighborhood of Santos, beckons with its rich history, stunning architecture, and a serene ambiance that invites exploration. Wander along its cobblestone paths, marvel at the ornate facades of centuries-old buildings, and discover cultural treasures like the Museum of Ancient Art and the National Society of Fine Arts. Indulge in delectable local cuisine at charming cafes, bask in the tranquil surroundings, and let the timeless beauty of Rua Janelas Verdes weave its spell upon you.",https://a0.muscache.com/pictures/miso/Hosting-904323814488010024/original/0930841c-884d-46f2-95c3-54662bb8a227.jpeg,517716698,https://www.airbnb.com/users/show/517716698,Nelson,2023-06-01,,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/3fabd4ba-0bbf-42d4-adf0-79d1e37b4ace.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3fabd4ba-0bbf-42d4-adf0-79d1e37b4ace.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Lisboa,Estrela,Lisboa,38.70529885447598,-9.1664233498921,Entire rental unit,Entire home/apt,2,,1.5 baths,1,1,"[""Clothing storage"", ""Dining table"", ""Iron"", ""Dedicated workspace"", ""First aid kit"", ""Wifi"", ""Washer"", ""Hair dryer"", ""Essentials"", ""Fire extinguisher"", ""Refrigerator"", ""Coffee"", ""TV"", ""Hot water"", ""Wine glasses"", ""Shampoo"", ""Coffee maker"", ""Heating"", ""Stove"", ""Freezer"", ""Shower gel"", ""Toaster"", ""Bed linens"", ""Room-darkening shades"", ""Hot water kettle"", ""Long term stays allowed"", ""Air conditioning"", ""Dishes and silverware"", ""Dishwasher"", ""Hangers""]",$126.00,1,365,20,30,365,365,29.5,365.0,,t,0,11,41,316,2023-06-13,0,0,0,,,,,,,,,,t,1,1,0,0,,
"9,04325668147104E+017",https://www.airbnb.com/rooms/904325668147104155,20230612205741,2023-06-13,city scrape,Rental unit in Lisboa · ★New · 1 bedroom · 1 bed · 2 baths,"A spacious 1 Bedroom Duplex apartment, totally furnished and equipped. Directly in ""Calçada da Ajuda / Belém"". Balcony with river view. <br /><br />A rather authentic building with plenty of charm and in a very sought-after location in Belém / Ajuda. <br />Restaurants, Grocery stores (inc. supermarkets), Pharmacies, Dry Cleaner, Kiosks all available just as you walk out of the apartment. Public transportation (bus, tram) also available within 1 min.<br /><br /><b>License number</b><br />Exempt",,https://a0.muscache.com/pictures/miso/Hosting-904325668147104155/original/24ad500c-9ef6-4ea9-99ba-5f3529c202b3.jpeg,4787502,https://www.airbnb.com/users/show/4787502,Alexandre,2013-01-21,Zürich, Switzerland,"Originally from Portugal, now living in Zurich after a few years in London! I am passionate about Lisbon and I would be delighted to welcome you in what has been up until recently my cosy place in Lisbon. Always eager to have a good chat and find out more about interesting human beings!",within an hour,100%,50%,f,https://a0.muscache.com/im/pictures/user/58767a48-5d17-4701-ad61-a10da98d663d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/58767a48-5d17-4701-ad61-a10da98d663d.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Ajuda,Lisboa,38.70443,-9.19846,Entire rental unit,Entire home/apt,2,,2 baths,1,1,"[""Smoke alarm"", ""Iron"", ""TV"", ""Dedicated workspace"", ""Air conditioning"", ""First aid kit"", ""Smoking allowed"", ""Wifi"", ""Kitchen"", ""Washer"", ""Hair dryer""]",$76.00,30,365,30,30,365,365,30.0,365.0,,t,4,7,29,304,2023-06-13,0,0,0,,,,,,,,,,f,1,1,0,0,,
